subject_id,channel_index,raw_hex,raw_repr,decoded_before_cleanup,decoded_after_padding_strip,transducer_raw_hex,transducer_repr,transducer,physical_dimension,physical_min,physical_max,digital_min,digital_max,samples_per_record
I006,4,4f312d41322020202020202020202020,b'O1-A2           ',O1-A2           ,O1-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I006,5,46342d41312020202020202020202020,b'F4-A1           ',F4-A1           ,F4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I006,6,43342d41312020202020202020202020,b'C4-A1           ',C4-A1           ,C4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I006,7,4f322d41312020202020202020202020,b'O2-A1           ',O2-A1           ,O2-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I006,8,58312020202020202020202020202020,b'X1              ',X1              ,X1,4368696e5f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Chin_Channel                                                                    ',Chin_Channel,uV,-101,101,-32768,32767,400
I006,9,58322020202020202020202020202020,b'X2              ',X2              ,X2,454b475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EKG_Channel                                                                     ',EKG_Channel,uV,-87,87,-32768,32767,400
I006,10,58332020202020202020202020202020,b'X3              ',X3              ,X3,4c65675f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg_Channel                                                                     ',Leg_Channel,uV,-39,39,-32768,32767,400
I006,11,58342020202020202020202020202020,b'X4              ',X4              ,X4,4c6567325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Leg2_Channel                                                                    ',Leg2_Channel,uV,-33,33,-32768,32767,400
I006,12,58352020202020202020202020202020,b'X5              ',X5              ,X5,536e6f72655f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Snore_Channel                                                                   ',Snore_Channel,uV,-612,612,-32768,32767,400
I006,13,58362020202020202020202020202020,b'X6              ',X6              ,X6,466c6f775f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow_Channel                                                                    ',Flow_Channel,uV,-7,7,-32768,32767,25
I006,14,44433320202020202020202020202020,b'DC3             ',DC3             ,DC3,466c6f77325f4368616e6e656c20202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Flow2_Channel                                                                   ',Flow2_Channel,uV,-698,698,-32768,32767,50
I006,15,58372020202020202020202020202020,b'X7              ',X7              ,X7,4566666f72745f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort_Channel                                                                  ',Effort_Channel,uV,-142,142,-32768,32767,50
I006,16,58382020202020202020202020202020,b'X8              ',X8              ,X8,4566666f7274325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'Effort2_Channel                                                                 ',Effort2_Channel,uV,-979,979,-32768,32767,50
I006,17,53614f32202020202020202020202020,b'SaO2            ',SaO2            ,SaO2,53614f325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'SaO2_Channel                                                                    ',SaO2_Channel,%,0,100,-32768,32767,25
I006,18,44433820202020202020202020202020,b'DC8             ',DC8             ,DC8,42504f535f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'BPOS_Channel                                                                    ',BPOS_Channel,,0,200,-32768,32767,50
I007,0,4c4f432d413220202020202020202020,b'LOC-A2          ',LOC-A2          ,LOC-A2,454f475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG_Channel                                                                     ',EOG_Channel,uV,-25,25,-32768,32767,400
I007,1,524f432d413120202020202020202020,b'ROC-A1          ',ROC-A1          ,ROC-A1,454f47325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EOG2_Channel                                                                    ',EOG2_Channel,uV,-25,25,-32768,32767,400
I007,2,46332d41322020202020202020202020,b'F3-A2           ',F3-A2           ,F3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I007,3,43332d41322020202020202020202020,b'C3-A2           ',C3-A2           ,C3-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I007,4,4f312d41322020202020202020202020,b'O1-A2           ',O1-A2           ,O1-A2,4545475f4368616e6e656c202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG_Channel                                                                     ',EEG_Channel,uV,-25,25,-32768,32767,400
I007,5,46342d41312020202020202020202020,b'F4-A1           ',F4-A1           ,F4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I007,6,43342d41312020202020202020202020,b'C4-A1           ',C4-A1           ,C4-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
I007,7,4f322d41312020202020202020202020,b'O2-A1           ',O2-A1           ,O2-A1,454547325f4368616e6e656c2020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020202020,b'EEG2_Channel                                                                    ',EEG2_Channel,uV,-25,25,-32768,32767,400
